,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
255353,5138,377,2,962061002,M,25,17,35205,Speed (1994),Action|Romance|Thriller,False
575593,5074,999,3,962429181,M,1,0,20132,2 Days in the Valley (1996),Crime,False
810284,660,2922,4,976742130,M,45,16,70507,Hang 'em High (1967),Western,False
224154,429,1240,2,976258154,M,18,0,54901,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
656611,546,232,5,976068943,F,25,0,37211,Eat Drink Man Woman (1994),Comedy|Drama,False
911513,2684,3910,5,973465687,F,18,0,19143,Dancer in the Dark (2000),Drama|Musical,False
621663,3868,1911,3,965856594,M,18,12,73112,Doctor Dolittle (1998),Comedy,False
978298,590,2276,4,975912965,F,35,6,98032,"Soldier's Daughter Never Cries, A (1998)",Drama,False
956290,4682,1404,4,965607146,M,25,7,05346,Night Falls on Manhattan (1997),Crime|Drama,False
795860,1980,930,4,974775357,M,35,7,06460,Notorious (1946),Film-Noir|Romance|Thriller,False
564824,1279,764,3,974795244,M,35,1,98502,Heavy (1995),Drama|Romance,False
203693,5283,3552,2,963929990,M,18,2,63138,Caddyshack (1980),Comedy,False
577742,1101,2641,1,980367896,M,35,1,06417,Superman II (1980),Action|Adventure|Sci-Fi,False
578707,889,3479,3,975254185,M,45,20,10024,Ladyhawke (1985),Adventure|Fantasy|Romance,False
661196,3261,2153,1,968937250,M,45,20,87505,"Avengers, The (1998)",Action|Adventure,False
324584,3582,2406,5,966699254,F,35,0,52405,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
564558,4157,2598,2,965337372,M,50,18,97321,Pushing Tin (1999),Comedy,False
372663,4007,3246,4,965548654,M,35,12,88005,Malcolm X (1992),Drama,False
420665,1796,3359,5,974700920,M,50,11,20852,Breaking Away (1979),Drama,False
197746,5477,1580,3,959879140,M,35,1,55343,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
820863,3957,1299,5,965672842,M,35,11,40242,"Killing Fields, The (1984)",Drama|War,False
364947,710,161,4,975541659,M,25,20,85207,Crimson Tide (1995),Drama|Thriller|War,False
452731,5519,2080,4,959659701,M,35,15,33167,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
1347,4821,1193,4,962947549,M,18,19,75080,One Flew Over the Cuckoo's Nest (1975),Drama,False
391514,1963,282,5,974699254,F,50,9,91941,Nell (1994),Drama,False
393079,1050,223,4,974963456,M,25,1,97302,Clerks (1994),Comedy,False
818889,1101,1272,4,974926240,M,35,1,06417,Patton (1970),Drama|War,False
575183,3260,1303,3,1019505765,M,25,4,44514,"Man Who Would Be King, The (1975)",Adventure,False
332359,4815,3524,4,962929161,F,50,18,04849,Arthur (1981),Comedy|Romance,False
286145,3853,1722,4,965874939,M,25,14,92614,Tomorrow Never Dies (1997),Action|Romance|Thriller,False
701423,1422,2367,3,976138118,M,35,17,55934,King Kong (1976),Action|Adventure|Horror,False
155717,5994,165,3,956857352,M,35,1,32501,Die Hard: With a Vengeance (1995),Action|Thriller,False
303237,1224,3624,2,988393469,M,50,13,02125,Shanghai Noon (2000),Action,False
718948,3464,3052,4,967247306,F,25,14,78251,Dogma (1999),Comedy,False
362594,3125,2712,1,969305866,M,25,7,10025,Eyes Wide Shut (1999),Drama,False
165881,4168,3418,5,965335423,F,45,6,37766,Thelma & Louise (1991),Action|Drama,False
670592,3621,1960,5,966576550,M,18,4,33023,"Last Emperor, The (1987)",Drama|War,False
675516,4123,1126,5,965356749,F,25,4,46807,Drop Dead Fred (1991),Comedy|Fantasy,False
585702,5569,3269,4,959544519,F,18,1,07666,Forever Young (1992),Adventure|Romance|Sci-Fi,False
43972,1202,1961,5,974843820,M,35,12,97006,Rain Man (1988),Drama,False
489154,426,858,5,976280240,M,18,4,55455,"Godfather, The (1972)",Action|Crime|Drama,False
968932,2304,3199,4,974747373,M,45,12,94103,Pal Joey (1957),Comedy|Musical|Romance,False
746999,4167,2410,2,965334866,M,25,20,22032,Rocky III (1982),Action|Drama,False
494400,5689,2407,5,961606083,M,25,0,84119,Cocoon (1985),Comedy|Sci-Fi,False
989502,1422,2095,3,976120462,M,35,17,55934,"Shaggy D.A., The (1976)",Children's|Comedy,False
951444,2063,742,2,974666491,M,25,4,43138,Thinner (1996),Horror|Thriller,False
144963,2173,2396,4,974611834,M,50,13,87502,Shakespeare in Love (1998),Comedy|Romance,False
245420,5805,1617,5,958007690,F,25,0,90802,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
673953,2181,2348,2,974859931,M,25,0,45245,Sid and Nancy (1986),Drama,False
824757,2638,3727,3,980176328,M,25,14,06405,Near Dark (1987),Comedy|Horror,False
956291,4816,1404,4,965868379,F,45,6,04240,Night Falls on Manhattan (1997),Crime|Drama,False
210573,5744,2115,4,958532669,F,25,4,66044,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
778465,834,2262,4,975363337,F,35,12,78640,About Last Night... (1986),Comedy|Drama|Romance,False
123774,737,1372,3,976155587,M,1,19,53711,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
47068,645,260,5,975715505,M,35,20,11215,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
822174,2592,1017,5,974057704,M,50,7,80004-4448,Swiss Family Robinson (1960),Adventure|Children's,False
905686,6036,695,4,956712412,F,25,15,32603,True Crime (1995),Mystery|Thriller,False
330313,5046,3508,3,962507713,M,25,16,60614,"Outlaw Josey Wales, The (1976)",Western,False
513140,1420,2003,3,974759610,M,18,4,01375,Gremlins (1984),Comedy|Horror,False
692955,4422,1772,2,965119263,M,25,5,10463,Blues Brothers 2000 (1998),Action|Comedy|Musical,False
401667,975,3452,4,975107334,M,35,0,98136,Romeo Must Die (2000),Action|Romance,False
187701,531,1431,1,994344704,F,18,14,22206,Beverly Hills Ninja (1997),Action|Comedy,False
696689,5716,2836,4,958509901,M,1,10,03756,Outside Providence (1999),Comedy,False
728421,4058,1222,5,965495123,M,25,6,73118,Full Metal Jacket (1987),Action|Drama|War,False
159457,3603,349,3,966619651,F,35,7,78704,Clear and Present Danger (1994),Action|Adventure|Thriller,False
340217,952,17,4,975138497,M,56,16,97478,Sense and Sensibility (1995),Drama|Romance,False
188941,1692,1079,5,974710971,M,35,20,97333,"Fish Called Wanda, A (1988)",Comedy,False
134536,2841,1198,5,972605514,M,50,12,98056,Raiders of the Lost Ark (1981),Action|Adventure,False
899866,2230,448,3,974598672,F,45,1,60302,Fearless (1993),Drama,False
347038,5250,1380,5,969410964,M,50,6,01545,Grease (1978),Comedy|Musical|Romance,False
40498,590,150,4,975913115,F,35,6,98032,Apollo 13 (1995),Drama,False
451753,5445,317,4,959973419,M,25,0,43223,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,False
821658,4845,1946,3,962836129,F,25,1,55413,Marty (1955),Drama|Romance,False
258610,5526,1912,4,959634526,F,35,2,27514,Out of Sight (1998),Action|Crime|Romance,False
613563,4260,2389,3,965323014,M,25,16,59079,Psycho (1998),Crime|Horror|Thriller,False
956249,1752,1404,5,975732767,M,25,3,96813,Night Falls on Manhattan (1997),Crime|Drama,False
553503,5508,2041,3,959723698,M,25,20,94519,Condorman (1981),Action|Adventure|Children's|Comedy,False
934785,673,3324,1,975619115,M,25,20,10023,Drowning Mona (2000),Comedy,False
529485,5847,2012,3,957792066,F,18,4,02464,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
309955,3821,3051,3,974758124,M,25,20,44313,Anywhere But Here (1999),Drama,False
296335,4007,1517,3,965673472,M,35,12,88005,Austin Powers: International Man of Mystery (1997),Comedy,False
713057,3414,173,4,967486649,M,25,17,75146,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
542718,2188,3264,4,974608877,F,18,19,60641,Buffy the Vampire Slayer (1992),Comedy|Horror,False
448079,3107,3525,3,969510222,M,25,17,92656,Bachelor Party (1984),Comedy,False
398539,531,3301,4,983563842,F,18,14,22206,"Whole Nine Yards, The (2000)",Comedy|Crime,False
274198,2212,3744,4,974602499,M,18,4,80521,Shaft (2000),Action|Crime,False
897294,3118,1950,4,969408320,M,25,0,77025,In the Heat of the Night (1967),Drama|Mystery,False
858025,4284,379,3,965277766,M,50,7,40601,Timecop (1994),Action|Sci-Fi,False
425888,699,3869,3,975558428,M,18,0,73505,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,False
662828,4771,2739,4,963150566,F,25,4,04101,"Color Purple, The (1985)",Drama,False
638156,839,942,5,975362748,M,25,0,98103,Laura (1944),Crime|Film-Noir|Mystery,False
25255,4732,1270,4,963332114,M,25,14,24450,Back to the Future (1985),Comedy|Sci-Fi,False
961641,3178,2495,2,969822796,F,35,5,44313,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,False
957336,1842,1354,5,993443831,M,18,4,53190,Breaking the Waves (1996),Drama,False
67470,5115,2628,2,962307111,M,56,12,02143,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
705541,3074,3325,3,990069587,M,25,0,23451,"Next Best Thing, The (2000)",Comedy|Drama,False
615775,3147,2605,3,968963817,M,25,14,49355,Entrapment (1999),Crime|Thriller,False
998518,4169,702,5,971579560,M,50,0,66048,Faces (1968),Drama,False
379363,1317,2600,5,974780131,M,45,7,98028,eXistenZ (1999),Action|Sci-Fi|Thriller,False
629842,220,3457,3,976836939,M,25,12,22903,Waking the Dead (1999),Drama,False
305747,1756,2683,1,974701900,F,25,1,75149,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
992315,5493,1791,4,959886320,M,35,12,96797,Twilight (1998),Crime|Drama,False
662014,4637,2085,4,964032236,F,35,9,48302,101 Dalmatians (1961),Animation|Children's,False
227740,5475,2987,4,959882172,M,25,4,94110,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
16271,2244,1035,5,974597281,M,1,10,60565,"Sound of Music, The (1965)",Musical,False
539229,2304,1220,4,974497649,M,45,12,94103,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
477516,3664,1377,3,966403619,F,35,1,94043,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
503124,3299,2863,4,968076759,F,25,4,19119,"Hard Day's Night, A (1964)",Comedy|Musical,False
516270,2309,969,4,974487031,F,45,0,08901,"African Queen, The (1951)",Action|Adventure|Romance|War,False
831406,3320,1835,3,969218015,M,25,1,56082,City of Angels (1998),Romance,False
985481,1943,537,3,974867444,M,18,4,91501,Sirens (1994),Comedy|Drama,False
601071,3411,1883,2,975353533,M,18,4,02139,Bulworth (1998),Comedy,False
443643,4149,1271,4,965343060,M,35,1,32792,Fried Green Tomatoes (1991),Drama,False
608454,5458,2273,3,1026679248,F,18,2,98102,Rush Hour (1998),Action|Thriller,False
525996,5566,3175,3,959351062,M,35,7,20901,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
168914,4356,780,3,965327657,M,35,16,85730,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
203019,1029,3552,2,993324490,M,25,0,20015,Caddyshack (1980),Comedy,False
362,1267,1193,5,974817480,M,25,15,12203,One Flew Over the Cuckoo's Nest (1975),Drama,False
309892,1137,3051,2,975362775,M,18,4,13165,Anywhere But Here (1999),Drama,False
333178,5222,1569,3,1008051087,M,25,12,94501,My Best Friend's Wedding (1997),Comedy|Romance,False
740297,5847,11,3,957791391,F,18,4,02464,"American President, The (1995)",Comedy|Drama|Romance,False
610002,1709,1702,5,974715780,M,25,0,73147,Flubber (1997),Children's|Comedy|Fantasy,False
645571,5469,2527,4,959896237,M,35,12,20171,Westworld (1973),Action|Sci-Fi|Thriller|Western,False
206905,1441,2617,5,974757395,M,35,16,54729,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
629205,3389,1779,2,967581108,M,18,0,13603,Sphere (1998),Adventure|Sci-Fi|Thriller,False
720474,3425,1034,3,967352284,M,18,20,48135,Freeway (1996),Crime,False
778330,3713,2261,4,966271812,F,25,7,22201,One Crazy Summer (1986),Comedy,False
401020,1252,529,5,981132511,M,56,13,94134,Searching for Bobby Fischer (1993),Drama,False
801506,5096,1224,5,965410018,M,25,11,75206,Henry V (1989),Drama|War,False
691621,1223,2064,4,974838466,M,25,2,60102,Roger & Me (1989),Comedy|Documentary,False
692643,1842,2574,2,996465082,M,18,4,53190,"Out-of-Towners, The (1999)",Comedy,False
919730,4940,3738,2,1022013801,F,50,11,94102,"Sugarland Express, The (1974)",Drama,False
214522,2302,1214,5,974494612,M,50,12,48104,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
741825,4866,911,4,962818020,M,56,12,04085,Charade (1963),Comedy|Mystery|Romance|Thriller,False
234002,3887,215,5,965805702,M,18,4,80513,Before Sunrise (1995),Drama|Romance,False
98862,2731,2278,3,973242523,M,35,7,11050,Ronin (1998),Action|Crime|Thriller,False
23263,5956,720,5,959738614,F,18,4,02142,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,False
886049,1285,3617,5,974792837,M,35,4,98125,Road Trip (2000),Comedy,False
143009,103,1917,5,977555541,M,45,7,92104,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
69374,3403,2916,4,967429703,M,35,5,48342,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
526683,2496,2378,2,974262040,M,50,1,37932,Police Academy (1984),Comedy,False
760740,4784,468,4,963254014,F,35,6,48105,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
652695,846,2989,3,984455237,M,25,5,80209,For Your Eyes Only (1981),Action,False
781541,3821,3219,2,974758507,M,25,20,44313,Pacific Heights (1990),Thriller,False
47212,936,260,5,975347827,M,18,4,34567,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
751406,1264,125,4,974820508,M,25,1,53711,Flirting With Disaster (1996),Comedy,False
493747,1776,2407,2,974702657,M,25,0,45801,Cocoon (1985),Comedy|Sci-Fi,False
786744,2621,1713,3,973656332,M,18,0,46304,Mouse Hunt (1997),Children's|Comedy,False
510285,1151,2001,4,975037105,M,25,15,46805,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
646796,3646,2455,4,966468239,M,35,20,98106,"Fly, The (1986)",Horror|Sci-Fi,False
659321,454,3889,1,976232751,M,25,20,55092,Highlander: Endgame (2000),Action|Adventure|Fantasy,False
91288,2212,1544,4,974602371,M,18,4,80521,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
557545,4308,2710,3,965261005,M,25,0,33702,"Blair Witch Project, The (1999)",Horror,False
973811,5576,3673,1,959695902,M,25,4,55369,Benji the Hunted (1987),Adventure|Children's,False
723938,4114,3660,3,965363645,M,35,14,48187,Puppet Master (1989),Horror|Sci-Fi|Thriller,False
117957,2994,480,3,970708122,M,35,5,95008,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
990197,4169,2868,2,971581520,M,50,0,66048,Fright Night Part II (1989),Horror,False
76707,1695,3578,4,974709335,M,25,1,97206,Gladiator (2000),Action|Drama,False
605448,5453,1396,3,959928082,M,18,4,30305,Sneakers (1992),Crime|Drama|Sci-Fi,False
14218,3272,2398,4,971244110,M,35,0,08330,Miracle on 34th Street (1947),Drama,False
201381,3589,733,4,966656899,F,45,0,80010,"Rock, The (1996)",Action|Adventure|Thriller,False
231277,3391,1392,5,967590722,M,18,4,48135,Citizen Ruth (1996),Comedy|Drama,False
454902,3413,750,4,1031438343,F,25,17,92084,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
826909,195,1130,3,993612505,M,25,12,10458,"Howling, The (1980)",Horror,False
506527,3610,2431,4,966610594,M,18,6,30064,Patch Adams (1998),Comedy|Drama,False
304369,2743,2395,3,973220769,M,25,14,72601,Rushmore (1998),Comedy,False
679855,1605,2450,2,975383860,F,18,0,28270,Howard the Duck (1986),Adventure|Children's|Sci-Fi,False
783421,1425,1556,3,993417258,M,1,10,08872,Speed 2: Cruise Control (1997),Action|Romance|Thriller,False
21837,848,2321,4,975351296,M,25,15,94121,Pleasantville (1998),Comedy,False
681271,4637,2020,4,964032557,F,35,9,48302,Dangerous Liaisons (1988),Drama|Romance,False
820896,4253,1299,3,965308499,M,45,11,03301,"Killing Fields, The (1984)",Drama|War,False
483043,1635,923,5,976942038,M,25,0,97212,Citizen Kane (1941),Drama,False
190974,2880,2997,5,972270079,M,18,12,55405,Being John Malkovich (1999),Comedy,False
141130,1637,2571,5,974715318,M,56,0,90049,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
527503,1530,2011,3,991854947,M,25,4,53711,Back to the Future Part II (1989),Comedy|Sci-Fi,False
544320,4715,3198,4,963445080,M,25,2,97205,Papillon (1973),Drama,False
695535,5232,1373,1,961458029,M,25,4,14607,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,False
575012,4064,3658,5,965476611,M,45,0,20851,Quatermass and the Pit (1967),Sci-Fi,False
837413,3380,2239,5,967587193,M,50,0,20815,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,False
251801,4816,50,5,962930827,F,45,6,04240,"Usual Suspects, The (1995)",Crime|Thriller,False
641697,3751,1206,2,966132788,F,35,12,55555,"Clockwork Orange, A (1971)",Sci-Fi,False
553639,2015,3928,2,974674506,M,18,4,01003,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,False
223010,5263,1201,5,961190987,M,35,7,40601,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
752130,5755,1306,2,958281788,F,35,2,78744,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,False
711976,2866,3450,1,972479023,M,25,7,53717,Grumpy Old Men (1993),Comedy,False
376251,4308,111,4,965261547,M,25,0,33702,Taxi Driver (1976),Drama|Thriller,False
680877,1268,2020,5,974818855,M,50,2,10028,Dangerous Liaisons (1988),Drama|Romance,False
596283,372,748,5,976547217,F,18,4,72227,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
661735,1574,2085,2,974737923,M,25,6,81007,101 Dalmatians (1961),Animation|Children's,False
202447,5397,1378,4,963525141,M,18,0,60451,Young Guns (1988),Action|Comedy|Western,False
833343,1645,2380,2,974980681,F,18,9,62225,Police Academy 3: Back in Training (1986),Comedy,False
892379,4790,1648,3,963180485,F,25,2,94133,"House of Yes, The (1997)",Comedy|Drama|Thriller,False
882071,830,2857,2,975368077,M,35,7,60657,Yellow Submarine (1968),Animation|Musical,False
72543,3823,1210,5,965944697,M,56,7,93711,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
164400,3768,1527,4,972235719,M,25,4,86314,"Fifth Element, The (1997)",Action|Sci-Fi,False
742830,157,1958,2,977250092,M,35,16,12866,Terms of Endearment (1983),Comedy|Drama,False
318740,442,1243,3,976241334,M,25,1,55105,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,False
104107,4560,589,4,964648574,M,25,0,69301,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
165317,1764,3418,4,974703234,M,18,0,75149,Thelma & Louise (1991),Action|Drama,False
564789,5163,2306,5,961904590,M,45,6,53216,Holy Man (1998),Comedy,False
299081,3836,913,5,965928859,F,50,8,84770,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
900966,3821,3747,3,974756646,M,25,20,44313,Jesus' Son (1999),Drama,False
226823,2298,2987,3,974499597,M,35,17,77584,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
376787,2174,3259,2,974613716,M,50,12,87505,Far and Away (1992),Drama|Romance,False
326112,5646,1101,3,958873925,M,18,4,96744,Top Gun (1986),Action|Romance,False
891169,4488,950,4,965014686,M,35,7,72703,"Thin Man, The (1934)",Mystery,False
301762,5950,1732,5,957182166,M,25,4,19713,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
463707,2909,2093,3,972585167,M,25,7,43228,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,False
41523,5555,150,3,959633915,M,1,10,37830,Apollo 13 (1995),Drama,False
195611,402,1580,4,976296070,M,25,11,55427,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
342437,1376,912,5,974767209,F,45,1,32750,Casablanca (1942),Drama|Romance|War,False
626200,1448,1179,3,976123276,F,25,3,17522,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
165511,2712,3418,3,973642634,F,18,19,33953,Thelma & Louise (1991),Action|Drama,False
585952,909,3354,1,975451228,M,45,7,92831,Mission to Mars (2000),Sci-Fi,False
707982,5595,3053,3,975534756,M,25,20,90027,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,False
